title,score,critic,summary,score_critic,year
Grand Theft Auto IV: The Lost and Damned,90,Metro GameCentral,"After a string of disappointing downloadable expansions, for well respected games such as Fable II and Fallout 3, this provides almost everything a Grand Theft Auto IV fan would have been hoping for.",80,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,InsideGamer.nl,"The Ballad of Gay Tony is a fantastic add-on. The game delivers a great story,  strong characters and cool missions. Furthermore the game is coming with new weapons and a solid playtime. For twenty bucks your busy for a while.",90,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,PGNx Media,"Overall, The Lost and Damned is a terrific addition to Grand Theft Auto IV.",95,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Gamers' Temple,"If you didn't enjoy GTA IV, then The Lost and Damned won't change your mind about the game.  If you did, however, you're going to love this downloadable expansion.",94,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,IGN,"With nothing added and multiplayer stripped completely, there’s no reason to buy this game if you’ve already played the original. Still, it nevertheless provides a unique, satisfying experience.",80,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,Kikizo,"What The Lost and Damned did with grime and grittiness, Gay Tony does with glitz and glamour, and I love the colourful, Algonquin-led carnage in this series finale.",90,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,Level7.nu,"The expansion to Rockstar Games' blockbuster hit Grand Theft Auto 4 doesn't attempt to expand the scope of neither Liberty City nor the content to be found there. Sure, there are some new cars and multiplayer modes, but the main focus of this expansion is to flesh out the story of Liberty City and it's inhabitants. With Lost And Damned we're invited to join Johnny and his biker associates on their journey through the hardships and seedy sides of Liberty City. This expansion is worth every penny in the price tag.",100,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,Gaming Target,"Taking the PSP completely out of the equation, Grand Theft Auto: Liberty City Stories is definitely a smaller, less involving game than San Andreas was, and for many, regardless of price, it won't be a worthy purchase.",88,06-Jun-06
Grand Theft Auto: Liberty City Stories,78,PSX Extreme,Don’t think of it as a sequel to San Andreas; think of it as an inexpensive way to pass the time while waiting for GTA to appear on the PlayStation 3.,77,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,Gameplayer,"It tells an intriguing tale, the very definition of value for money, and the environment of Liberty City is just as amazing as ever. That said, if you weren’t a fan of GTA IV in the first place (yes, all three of you), this DLC doesn’t reinvent the wheel enough to win you back to the fold.",90,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,null,"Though LCS is photocopied from PSP, there's more here than most PS2 games. [Aug 2006, p.50]",82,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,3DJuegos,"The Ballad of Gay Tony takes again the cheeky and impossible spirit of Grand Theft Auto San Andreas, and brings it back to life with the fantastic technology from GTA IV. An amazing opportunity to revisit the always amazing Liberty City.",90,29-Oct-09
Grand Theft Auto: Liberty City Stories,78,null,"Basically if you've not played Liberty City Stories and love the series, proceed directly to your store and pick up a copy. [Aug 2006, p.85]",88,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,87,3DJuegos,"The Ballad of Gay Tony again takes the cheeky and impossible spirit of Grand Theft Auto San Andreas, and brings it back to life with the fantastic technology from GTA IV. An amazing opportunity to revisit the always amazing Liberty City.",90,13-Apr-10
Grand Theft Auto IV: The Ballad of Gay Tony,89,WonderwallWeb,"A good expansion to mark the end of GTA IV, but not the best.",84,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Thunderbolt,"It’s an eight hour thrill ride with only a few poor missions and GTAIV’s dated gameplay holding it back. For the relatively cheap price it should be a must buy for any GTA fans, particularly those with a fondness for either Vice City or San Andreas.",80,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,Worth Playing,"The new characters, weapons and other goodies — like new songs and commentary on the radio, new TV shows and even a brand-new stand-up comedy gig — all make the title well worth the $20 price tag for fans.",87,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Variety,"A major success, particularly in the areas of animation and characterization. However, The Lost and Damned is also a structural mess, with elements awkwardly borrowed from GTA IV and a story that never gels, resulting in an experience that will leave fans a bit unsatisfied.",75,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Meristation,"Rockstar approaches the darkest side of nightlife, telling a story of loyalty in a world where everybody has a price. It contains about 12 hours of intense main missions, tons of extra content, including club management, drug wars, cage fights and hitting on girls. Not to mention helicopters, parachutes, more powerful weapons, multiplayer action and an outstanding soundtrack in this masterpiece of how to release episodic content.",90,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,XGN,"The first DLC ever of this size, and Rockstar succeeded in creating a must have for every GTA-fan.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Boomtown,"Rockstar has embellished the world it created with GTA4 with a story that is not only original in its own right, but functions as another element of Liberty City as a whole. Rather than just a few new missions and weapons, TLAD adds a whole new dimension to the experience, setting a high standard for what DLC should be.",80,17-Feb-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Metro GameCentral,"Grand Theft Auto and a touchscreen device continues to be the worst team-up since Cannon and Ball, but if you've only come for the nostalgia some of the magic is still there.",60,06-Dec-12
Grand Theft Auto IV: The Ballad of Gay Tony,89,Vandal,"The Ballad of Gay Tony is the perfect ending of the GTA IV ""saga"", and one of the best acquisitions available on Xbox Live Arcade.",90,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Gamer Limit,The Ballad of Gay Tony is more than just a bargain expansion: it's the single best game add-on available on Xbox Live.,95,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,TeamXbox,"The Ballad of Gay Tony is a monumentally satisfying GTA experience, and with a few more missions could have probably stood alone as its own game. It shows that Rockstar really cares about GTA fans and wants to give them more of what they want.",98,29-Oct-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Pocket Gamer UK,"Rockstar has done a commendable job of bringing a stone-cold classic to mobile. Controls let the package down, but it's worth the cost for the memories.",80,06-Dec-12
Grand Theft Auto: Liberty City Stories,78,3DAvenue,If you go in not expecting a brand new GTA you will find a nice cheap filler full of action and storyline to keep you going for a little while at least – easily a bargain for its AU$50 price tag.,80,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,88,3DJuegos,"Now that the instruction manuals are short and avoidable, and the retail boxes are losing its importance, The Lost and Damned is the answer to the future of downloadable contents. Rockstar brings the fan new features for both campaign and multiplayer sides, and a single player experience with nearly 12 hours of duration that makes this exclusive expansion a highlight for GTA IV supporters.",90,13-Apr-10
Grand Theft Auto IV: The Lost and Damned,90,Gamer 2.0,"Rockstar has done a good job of giving fans more content to please their violent tendencies, and the characters and moments in The Lost and Damned prove to be just as memorable and enjoyable as GTA IV.",84,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,GameWatcher,"Excellent gameplay, superb storytelling, a ridiculously open world and the best damn writing you’ll find today.",98,29-Oct-09
Grand Theft Auto: Chinatown Wars,91,TouchArcade,"The sheer amount of content, the amazing graphics, and gameplay that will keep you coming back for more whether you choose to follow the story or rampage through Liberty City on your own is absolutely amazing.",100,18-Jan-10
Grand Theft Auto: Chinatown Wars,91,Impulsegamer,At the end of a hard day at work or between meetings or whatever... Grand Theft Auto: Chinatown Wars is the perfect game to unwind because it has been successfully ported to the iPhone/iPod Touch so well.,90,18-Jan-10
Grand Theft Auto: Liberty City Stories,78,Deeko,"Even though it takes place in Liberty City and bridges together many of the events in the other titles, you can't help but feel that there's something missing. Amidst all those drive-bys, crazy women, prostitutes and shady business, Grand Theft Auto: Liberty City Stories has somehow lost it's soul.",75,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,Boomtown,"While Niko's adventures were drab and often lacked thrills, The Ballad of Gay Tony is a return to classic over the top Grand Theft Auto destruction.",90,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Impulsegamer,"At the end of the day, this is easily the most fun we've had since GTA III and although Niko Bellic was a little lackluster as the central character, Lopez provides that carefree attitude who will be more relatable to the broader audience.",89,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,tbd,Vandal,A dark and sordid revisit to Liberty City full of content and quality.,90,13-Apr-10
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Games.cz,"One of the most characteristic Rockstar games has not aged a bit. Even though its clichés as well as its design, that's outdated here and there, are striking now more than ever, it's still a hilarious ride with style and functioning gameplay crashing as little as possible. There is no way you can find the experience of the same value for a mobile platform than this polished classic title.",90,06-Dec-12
Grand Theft Auto: Liberty City Stories,78,null,"A Grand Theft Auto III Remix. A bit pointless on PS2, then. [Aug 2006, p.32]",85,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,GamesRadar+,"A top-notch expansion that nearly surpasses GTA IV itself for sheer fun and replayability, The Ballad of Gay Tony puts a fittingly explosive, over-the-top coda on the story that Niko Bellic started.",90,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,GamingExcellence,"An excellent story, great new characters and everything you love about GTA IV help make The Ballad of Gay Tony as good, if not better than its predecessor.",90,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,IGN,"The gameplay changes are great and the multiplayer is excellent. If the story and new characters were better, this would be the perfect $20 download. But as it stands, it's still the best available by a long shot.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Gaming Nexus,The Lost and Damned gives you everything you could possibly want in a Grand Theft Auto expansion pack.,91,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Gaming Nexus,"The Ballad of Gay Tony is not only an over-the-top action game with tons of great missions, it's also the perfect way to conclude the Grand Theft Auto IV storyline.",100,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Planet Xbox 360,"Featuring a number of new features, a likeable protagonist and some new kickass weapons, this latest episode is a great reason to return to Liberty City, especially if you haven’t made the trip in a while.",92,29-Oct-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,InsideGamer.nl,"Because of its lacking controls Vice City isn't as good as it was ten
years ago. Which is a shame as Vice City has no equal when it comes
to style and atmosphere.",68,06-Dec-12
Grand Theft Auto: Liberty City Stories,78,Boomtown,It's a fun little romp that returns to some of the classic elements of the GTA series after the stylistic bump in the road that was San Andreas.,80,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,Game Revolution,"Building off an already impressive design set by its predecessor, this DLC pack only shows what awesome scenarios can be told in future content packs. Its story can feel disjointed at points, but it is contained between exciting missions and just about the exact amount of time you'd feel comfortable roaming around in a downloadable title.",75,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,XGN,"Thanks to the new possibility's, GTA IV: The Ballad of Gay Tony will bring you even better content than GTA IV: The Lost and Damned. And when you decide to buy GTA: Episodes from Liberrty City, you will get them both on one disc.",93,29-Oct-09
Grand Theft Auto: Liberty City Stories,78,GameSpot,"On the PS2, where you can compare it directly to the three Grand Theft Auto games that have appeared there, the whole package is significantly less interesting, even considering the PS2 port's budget price.",71,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,GamesRadar+,"The story and acting are great, the missions are enjoyable and riding around on the retooled bikes is the most fun it’s been in any GTA since Vice City. It’s not going to change the minds of any Niko-haters, but anyone itching to delve back into Liberty City should grab it now.",90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Extreme Gamer,"What the Lost and the Damned pulled away from, The Ballad of Gay Tony embraces. Going out in a bang TBOGT is a larger than life rollercoaster ride into the dangerous underbelly of Liberty City with Gay Tony as your guide.",94,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,GameTrailers,"One of the most robust pieces of downloadable content we’ve ever seen. We’re used to getting a handful of hours, but we were surprised again and again that the missions just kept on coming. There’s a certain level of déjà vu involved and more mission variety would be appreciated, but the new multiplayer options are practically worth the price of admission alone.",92,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,GameShark,"There is nothing new here in gameplay, but you’ll probably enjoy the new missions.",67,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,IGN AU,"As DLC, The Ballad of Gay Tony is an incredible offering, but when combined with The Lost and Damned in 'Episodes From Liberty City' at retail, it's irresistible.",95,29-Oct-09
Grand Theft Auto: Liberty City Stories,78,RewiredMind,"I hate to say it, but even though Rockstar have released Liberty City Stories at an absolute steal of a price, this feels like a desperate cash-in. The PSP’s biggest selling game to date has been ported over quickly, and without a great deal of care. It shows.",50,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,null,"The best value DLC your MS points can buy an a new benchmark for additional content. Own it. [May 2009, p.98]",100,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Computer and Video Games,"Unlike Lost and Damned which suffered from an overly familiar missions structure, the second 360 exclusive episode manages to rekindle the highs of GTA IV's greatest missions (we're thinking Four Leaf Clover) and in sheer absurdity leapfrogs them entirely.",91,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,Xbox Achievements,"To insinuate that The Lost & The Damned is downloadable content is almost an insult to the depth and content that is packed into a tiny 1600 Microsoft Point punch. The Lost & Damned ($20, €19 or £13) is as big a bargain as you could possibly ask for and can offer you a hell of a lot more content than your traditional budget titles and even fully blown retail games, but with 50 times the quality.",100,17-Feb-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Digital Spy,"For nostalgic fans, Grand Theft Auto: Vice City is worth it on iOS just to take one last drive through the city with you wherever you go. But if you actually hope to complete missions and play the story, this is probably the worst version you can get.",60,06-Dec-12
Grand Theft Auto IV: The Ballad of Gay Tony,89,Metro GameCentral,"Generously-sized expansion, which despite increasingly rough edges has some of the best missions yet.",80,29-Oct-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,IGN,"Running around Vice City wreaking havoc on your tiny mobile device is impressive and can still be very fun. But Vice City is 10 years old. and it shows. And playing with touch controls, refined through they may be, is not an ideal way to experience Rockstar's classic.",70,06-Dec-12
Grand Theft Auto IV: The Lost and Damned,90,GameSpy,"If you weren't a fan of Grand Theft Auto IV (or the franchise in general), The Lost and Damned probably isn't for you. While it features more of what made the game great, it also makes some of the same mistakes as the original (though we do love that the replay feature has been improved to take you to a mid-mission checkpoint). However, if you loved GTA IV, it's pretty safe to say that you'll have a great time with the first piece of DLC.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Computer and Video Games,"It's been a difficult task judging the Lost and Damned because really, there's no DLC package like it. The production, scope and sheer amount of content is equal to some full releases and Rockstar could've easily put it in a box and sold it for 20 quid. But it's not on the shelves and it's not more than fifteen quid, which makes it a terrific bargain.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,AtomicGamer,"But that's alright - for a $20 add-on, you get a lot for your money with The Lost and Damned. The quality of the acting, cutscenes, story, and missions is just as good as in GTAIV, and the convenience of not having to switch discs is handy.",92,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Absolute Games,"Before its release, The Lost and Damned was pegged as an “epic” expansion, but in reality it is more of a B-sides album - a compilation of songs that will never become runaway hits, but are essential to understanding a musician’s work. The story about Johnny who quarreled with Billy and then duped the Italian Mafia is too weak and clichéd to stand on its own. The dialogue is still witty, the satire is razor-sharp as usual, but TLAD is just a Band-Aid for the gaps in the original story.",77,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,GameZone,"Despite the loss of its multiplayer mode and the not-so-pleasing visuals, Grand Theft Auto: Liberty City Stories for the PS2 is still a satisfying and appealing game GTA fans will certainly enjoy.",82,06-Jun-06
Grand Theft Auto: Liberty City Stories,78,Worth Playing,"Both ""Vice City"" and ""San Andreas"" are better games, and GTA3, if you can find it, will provide almost identical play for a good $5 to $10 less.",75,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,null,"Excellent DLC add-on can beat even retail games by its performance ratio. Almost everything is perfect – atmosphere, playability, humor and sound & graphics.  [Issue#186]",80,29-Oct-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Telegraph,"Despite the grim set-up, The Ballad Of Gay Tony is an altogether more upbeat affair than The Lost And Damned. The location is far more glamorous as most of the DLC's action forsakes Liberty City's dour ghettos and docile suburbs for the glitzy island of Algonquin (or Manhattan to you).",100,29-Oct-09
Grand Theft Auto: Chinatown Wars,91,Telegraph,"A fantastic port of an already exceptional game. With Independence FM making it unique and a price tag that is less than a third of its hand-held rivals, there is no reason not to get downloading this app which is sure to keep you entertained far beyond your journeys to and from work.",90,18-Jan-10
Grand Theft Auto: Liberty City Stories,78,1UP,"It is a full-fledged GTA experience, and it is only $20 (even cheaper if you shop around), which means it's an incredibly good value for money at a time when the PS2 is absolutely starved for great new games. Don't buy it if you've played the PSP version, but if you haven't -- it's great.",90,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,Official Xbox Magazine UK,"For the price, it's unmissable, and it proves that Liberty City can support far more than the two pieces of DLC Rockstar has committed to.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Play.tm,"The Lost and Damned is an excellent, well-produced, complete title. It, deservedly, makes Project Anchorage, Bring Down the Sky and Knothole Island look timid. It makes Half-Life's Episodes look miniscule.",90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Gamer.nl,"A great addition to GTA IV and The Lost and Damned. The trailer made us think that the fun, over the top gameplay of San Andreas was making a return, and while the end result doesn’t offer that, the story, characters, humor and the unbelievable amount of detail are still to be topped in any other game.",90,29-Oct-09
Grand Theft Auto: Chinatown Wars,91,Pocket Gamer UK,"The lack of a useful targeting system and assorted minor flaws keep Chinatown Wars from perfection, yet not from wowing with its awesome gameplay.",90,18-Jan-10
Grand Theft Auto IV: The Lost and Damned,90,IGN UK,The sheer size of this expansion is staggering.,86,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Total Video Games,"Multi-vehicle races that involve parachute jumps, speedboats and fast cars are the most enjoyable however, combining GTA's strongest elements into pulse-pounding races that are a genuine highlight.",100,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,Game Over Online,It’s one of the most impressive and purposeful pieces of DLC to date and I for one can’t wait to see what the guys at Rockstar have in store for us in the next episode.,90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,GamePro,"I'm going to recommend Gay Tony but only to GTA-fanatics who are willing to gloss over the still persistent faults; it's with them in mind that I award the game a high score. But gamers who've already given up on GTA won't find anything here to change their minds, so save your MS points for something else.",90,29-Oct-09
Grand Theft Auto: Liberty City Stories,78,Armchair Empire,"While the game isn’t as robust as, say, Vice City or San Andreas, there is still plenty to keep one’s self busy, and the $20US price tag certainly doesn’t hurt either.",75,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,Xbox World Australia,"It takes itself seriously, but presents a much more laid back sensibility to the player, giving them a chance to have a bit of fun in between the gritty reality of gangsters and money.",90,29-Oct-09
Grand Theft Auto: Episodes from Liberty City,tbd,,,,13-Apr-10
Grand Theft Auto IV: The Lost and Damned,90,Gaming Age,"It's a game about getting something out of it that the developers couldn't have planned for, in the same way LittleBigPlanet or other free-roaming or creatively-driven titles do.",100,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Giant Bomb,"Time and expectations have taken a certain toll on Grand Theft Auto IV, but all that aside, the bottom line for The Ballad of Gay Tony is that it's just not as good as the GTAIV experiences that preceded it. It feels like Rockstar has run out of tricks, and it has got its work cut out for it with whatever comes next for Grand Theft Auto.",60,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,DarkStation,If you own GTAIV for the Xbox 360 you would be crazy not to go on Xbox Live and buy this game.,100,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,TotalPlayStation,"So the game looks a mess; it runs with the clunkiness of hastily-assembled quick-and-dirty port. It's still Liberty City Stories at heart, which means you get to rip around on a crotch rocket, you get to see some buildings before they were built in GTA III (or, blow some others up as the case may be), explore more of Shoreside Vale, and experience the formation of what would later be the world of Grand Theft Auto III from an entirely new perspective.",80,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,InsideGamer.nl,"The Lost and Damned is a great expansion for the Grand Theft Auto-series. The setting of the game is enjoyable; the same goes for the city. The city is still a great and beautiful place to cruise through. When you are getting bored rolling down the same street over and over again, you’ll find that the story in the DLC is pretty interesting. Although some parts of the story don’t fill-in the blank spots, it is still a great game that keeps you almost ten hours of the real streets.",85,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,GameSpy,By no means a terrible game. It's just a very slapped-together title that shows that direct ports of handheld games to PS2 probably aren't a great idea.,70,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,GamePro,"While it may start slow, its got enough action and new content to make it well worth the wait.",90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Digital Chumps,"In the end, The Ballad of Gay Tony serves as a cork popping celebration for Grand Theft Auto IV, and I couldn't think of a better send off.",92,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,null,"By far the best chunk of DLC ever devised, adding another rick chapter to the story. [Apr 2009, p.61]",92,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,Gamezilla!,"This is an enjoyable game, to be sure, but if you’re trying to choose a GTA title where you had none, this definitely isn’t the one to start with.",72,06-Jun-06
Grand Theft Auto IV: The Ballad of Gay Tony,89,IGN,The Ballad of Gay Tony is the perfect way to close out the GTA IV saga.,92,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,WonderwallWeb,The reason why you have a hard drive on your Xbox 360. A great price and a must have purchase.,90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,1UP,GTA IV's final expansion sends itself off in style in some of the most ridiculous ways possible; I think that's why I like it so much.,91,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,Gameplanet,"It's an extremely solid effort, and feels like a full release title.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,null,"There’s an obvious luxury to riffing on a masterpiece that other games simply can’t enjoy, but that doesn’t make the choice to blow the city wide-open any less brave. [Apr 2009, p.110]",90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Game Over Online,"Nobody makes DLC like the team at Rockstar and The Ballad of Gay Tony is no exception. Like The Lost and Damned before it, The Ballad of Gay Tony offers up an 8-10 hour campaign for only $20. That is amazing value.",80,29-Oct-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,Impulsegamer,"It is no San Andreas, but an enjoyable romp nonetheless - it is also one rather gigantic download though but one well worth it if you can make the space.",88,06-Dec-12
Grand Theft Auto IV: The Lost and Damned,90,Kikizo,"It's without a doubt one of the best downloadable game expansions ever made, and a truly worthy addition to one of (if not the) defining title of this generation to date.",90,17-Feb-09
Grand Theft Auto: Liberty City Stories,78,Gaming Nexus,Liberty City Stories is a great PSP game that didn't need to be ported to the PlayStation 2. If you're in the market for a Grand Theft Auto game on Sony's current generation console it's better you stick with Vice City or San Andreas.,65,06-Jun-06
Grand Theft Auto: Chinatown Wars,91,Slide to Play,"It's one of the most complete iPhone games to date, and its mature storyline is not to be missed. Even if you've played Chinatown Wars on another handheld device, buy it again: it's Liberty City in your pocket.",100,18-Jan-10
Grand Theft Auto: Vice City 10th Anniversary Edition,80,148Apps,"As one might have expected, Rockstar has gone out of their way to deliver the pristine Grand Theft Auto: Vice City experience on iOS. Not only has the classic aged immensely well, but it still manages to deliver a quality of play that is unmatched a decade later. $4.99 seems like a penance to pay to get a portable hit of open-world perfection. Don't think twice, just click download.",90,06-Dec-12
Grand Theft Auto: Liberty City Stories,78,Thunderbolt,"It really boils down to what you want from your Grand Theft Auto games; fans of San Andreas will likely despise this game for its simplistic style, while others will appreciate this game for what it offers. Don’t buy this game expecting it to be something revolutionary or amazing.",70,06-Jun-06
Grand Theft Auto: Vice City 10th Anniversary Edition,80,TouchArcade,"There's also the simple fact that Vice City is an amazing game in most regards. In this regard, the high points far outweigh the control issues, making Vice City for iOS a no brainer for most gamers.",90,06-Dec-12
Grand Theft Auto IV: The Ballad of Gay Tony,89,null,"It's GTA IV - only perfected. [Christmas 2009, p.116]",100,29-Oct-09
Grand Theft Auto IV: The Lost and Damned,90,GameShark,Rockstar has set the bar for what downloadable content can be and I for one can’t wait to see what the next adventure holds in store.,100,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,Multiplayer.it,"Rockstar scores again, crafting an expansion that feels more like a full priced retail game, than typical Downloadable Content. Lost and Damned is darker, more mature and hopeless than Niko Bellic's previous adventures, and if you liked GTA IV, this pack is worth every single cent.",90,17-Feb-09
Grand Theft Auto IV: The Lost and Damned,90,G4 TV,"The 8-10 hour story mode alone would be worth a crisp Jackson, but the fact that it comes packaged with new rides, new music, new forms of entertainment, new side missions and a handful of new multiplayer modes is simply outrageous for that price. L&D is easily the most well conceived and well-executed piece of downloadable content ever, and it sets a new bar for interactive storytelling that won’t soon be matched.",100,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,Cheat Code Central,"It's easy to see some fans being frustrated at this expansion's direction. The tone of the story is, after all, quite a departure from the franchise's previous two outings. However, the amusing dialogue, fun gameplay, and delightfully absurd missions make this a must-buy for everyone, whether by download (in which case it requires a copy of GTA IV to run) or on disc with The Lost and Damned.",90,29-Oct-09
Grand Theft Auto: Vice City 10th Anniversary Edition,80,AppSpy,It's hard to say no to Vice City and it's even harder when it looks and almost feels as great as it did 10 years ago; just be prepared to learn some new tricks to deal with the virtual control system.,100,06-Dec-12
Grand Theft Auto IV: The Lost and Damned,tbd,Cheat Code Central,The sheer amount of content in The Lost and Damned is truly impressive considering its modest twenty dollar asking price.,94,13-Apr-10
Grand Theft Auto IV: The Ballad of Gay Tony,89,Gamervision,"It’s a glamorous, larger-than life finale to a wonderful trilogy, taking the lessons Rockstar learned with the previous two games and expanding upon them to create something fabulous.",90,29-Oct-09
Grand Theft Auto: Liberty City Stories,78,Eurogamer,"A lack of flourish and invention, along with a tired set of on-foot mechanics, rob it of a higher mark - but too much stands in its favour not to recommend it.",80,06-Jun-06
Grand Theft Auto: Liberty City Stories,78,null,"Don't expect Grand Theft Auto: Liberty City Stories to be as good as San Andreas and you'll be happy, that's the bottom line.",80,06-Jun-06
Grand Theft Auto: Liberty City Stories,78,DailyGame,A worthwhile extension to modern classic that deserves play.,77,06-Jun-06
Grand Theft Auto IV: The Lost and Damned,90,Eurogamer Portugal,"A new story, new missions, new vehicles, new weapons, new music and even some new online modes put this expansion above almost anything else ever seen in downloadable content. The new stuff would be enough to justify the investment and for the fans The Lost and Damned can't be missed.",90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,87,Gamekult,"Funnier and more diversified […], Gay Tony extends the fun for 10 hours at least.",70,13-Apr-10
Grand Theft Auto: Chinatown Wars,91,AppGamer,"As a £5.99 iPhone title though, GTA Chinatown Wars is one hell of an accomplishment, and Rockstar should be showered with drugs and hookers for bringing it to the App Store so successfully.",90,18-Jan-10
Grand Theft Auto IV: The Lost and Damned,90,NZGamer,"With such a wealth of characterization, exceptional narrative, side-quests and good old-fashioned homicide on the sprawling Liberty City streets, Rockstar have delivered us a title that is the first worthy piece of downloadable content of this generation so far.",90,17-Feb-09
Grand Theft Auto IV: The Ballad of Gay Tony,89,GameZone,"The Ballad of Gay Tony is one not only one of the best of the two episodes but it’s also one of the most awesome Grand Theft Auto games that is more than able to stand on its own. With a thrilling story that seldom sees a dull moment, you will find yourself going back into Liberty City and loving every minute of it.",92,29-Oct-09
Grand Theft Auto: Chinatown Wars,91,IGN,"While I did have a few problems with the control set-ups (the virtual buttons are too small yet still crowd the screen) and menu arrangements, the narrative, mission variety, and production values easily overwhelm those shortcomings. This is 2010's first must-have iPhone game.",90,18-Jan-10
Grand Theft Auto IV: The Lost and Damned,90,GameDaily,"We're pleased that this new add-on experience doesn't stray far from the source material. At the same time, there is a certain been-there, done-that feeling, and Johnny's ongoing clashes with biker gang boss Billy are so telegraphed that they fall flat compared to the (by comparison) subtle nuances of Niko's story.",90,17-Feb-09
