,id,name,developer,release_date,metascore,review_platform,other_platforms,genres,summary,online_player_num,rating
158,158,Tormented Souls                                                        PC                                                    ,DualEffect,"Aug 27, 2021",75,PC,"PlayStation5,XboxSeriesX","ActionAdventure,Survival","While investigating the disappearance of twin girls at Winterlake - something terrible happens to Caroline Walker. Waking in the dead of night, naked in a bathtub - and hooked up to some decrepit medical equipment, Caroline must fight for her life as she explores the halls of an abandoned Mansion turned hospital.

Tormented Souls deliberately sets out to draw inspiration from classic survival horror. From Resident Evil and Silent Hill, to Alone in the Dark - Tormented Souls is a modern take on the fixed-perspective adventure, offering a modernised control scheme and a more dynamic camera, while retaining everything that made those games so beloved by fans.",NoOnlineMultiplayer,M
159,159,Field of Glory II: Medieval                                                        PC                                                    ,Slitherine,"Feb  4, 2021",75,PC,,"Strategy,Turn-Based,Tactics","Field of Glory II Medieval is a turn-based tactical game set in the High Middle Ages from 1040 AD to 1270 AD. Developed by legendary designer Richard Bodley Scott it brings the best from the tabletop world into the best digital framework.
",OnlineMultiplayer,
160,160,The Jackbox Party Pack 8                                                        PC                                                    ,"JackboxGames,Inc.","Oct 14, 2021",75,PC,"PlayStation4,PlayStation5,Stadia,Switch,XboxOne,XboxSeriesX","Miscellaneous,Party/Minigame","The eighth installment of the beloved Jackbox Party Pack franchise is here! Five hilarious new games will energize your next game night, holiday party, happy hour, or video call. No extra controllers needed - players use their phones or tablets to play along! Got a bigger group? Play with up to 10 players and up to 10,000 audience members. The Jackbox Party Pack 8 is currently in English only. This game does not support online matchmaking but can still be enjoyed remotely using livestreaming services or video conferencing tools.

 

About Each Game

Drawful Animate (3 -10 players) - It’s alive! The guessing game with terrible drawings and hilariously wrong answers makes a dynamic return. In this revamped title, players create looping, two-frame animations based on weird and random titles.

Job Job (3-10 players) - Use other people’s words to create unique and funny answers to classic job interview questions. Go head to head to see who scores the job!

The Poll Mine (2-10 players) - A survey game that’s all about YOU! Split into teams and see who can escape from the witch’s lair! Players individually rank their choices to a difficult question, then must guess how the group answered as a whole. How well do you know your friends?!

Weapons Drawn (4-8 players) - A social deduction game where everyone is both a murderer and a detective. Players doodle all the clues, hiding a letter from their name in the weapon drawings. Can you solve murders while trying to get away with your own?

The Wheel of Enormous Proportions (4-8 players) - Trivia has never been so large! A fantastic, mystical wheel challenges you with a variety of trivia prompts. Winners are awarded slices of the Wheel’s face with a chance to win big with each nail-biting spin. In the end, one player will have their most burning question answered by the great Wheel.",,
161,161,Evil Genius 2: World Domination                                                        PC                                                    ,Rebellion,"Mar 30, 2021",75,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","Strategy,Real-Time,General","A satirical spy-fi lair builder where YOU are the criminal mastermind! Construct your base, train your minions, defend your operations from the Forces of Justice, and achieve global domination.",NoOnlineMultiplayer,T
162,162,The Medium                                                        PC                                                    ,BlooberTeam,"Jan 28, 2021",75,PC,"PlayStation5,XboxOne,XboxSeriesX","ActionAdventure,Survival","Become a medium living in two different worlds: the real one and the spirit one. Haunted by the vision of a child's murder, you travel to an abandoned hotel resort, which many years ago became the stage of an unthinkable tragedy. There you begin your search for difficult answers. As a medium with access to both worlds, you have a wider perspective and can see more clearly that there's no one simple truth to what others perceive. Nothing is what it seems, everything has another side. The Medium features a ""dual"" soundtrack by Bloober Team's Arkadiusz Reikowski and legendary composer Akira Yamaoka of Silent Hill fame.",NoOnlineMultiplayer,M
163,163,The Elder Scrolls Online: Blackwood                                                        PC                                                    ,ZeniMaxMedia,"Jun  1, 2021",75,PC,"PlayStation4,PlayStation5,Stadia,XboxOne","Role-Playing,MassivelyMultiplayer","The Elder Scrolls Online Collection: Blackwood is the ultimate Elder Scrolls experience and includes the Base Game and all Chapters:  
• Blackwood (New for 2021) 
• Greymoor 
• Elsweyr 
• Summerset 
• Morrowind  

ULTIMATE FREEDOM—Create your ultimate RPG character, play solo or adventure with friends, and determine your fate in an ever-expanding world. With no level restrictions, go anywhere, at any time in a truly open world. In The Elder Scrolls Online, the choice is yours.  

CHOOSE YOUR ADVENTURE—With a new tutorial, begin your adventure where you like: emerge from Coldharbour in the Base Game, battle Dragons in the Elsweyr Chapter, or get ready to face the Prince of Destruction, Mehrunes Dagon, in Blackwood, the latest Chapter. All content is accessible for new players, and you can switch adventures whenever you like.  

INCLUDES LATEST CHAPTER: BLACKWOOD—As part of the Gates of Oblivion adventure, a deal made with the Prince of Destruction comes due in Blackwood. Explore Imperial cities and murky bogs, uncover Mehrunes Dagon's sinister plot, and never adventure alone with the new Companions System. ",MassivelyMultiplayer,M
164,164,Total War: Rome Remastered                                                        PC                                                    ,FeralInteractive,"Apr 29, 2021",75,PC,,"Strategy,Real-Time,General","Total War: ROME REMASTERED lets you relive the legacy that defined the award-winning strategy game series. Remastered to 4K with multiple improvements to visuals as well as refinements to gameplay, it’s time to revisit a true classic. Not everyone gets a second chance to conquer the Roman Empire.",OnlineMultiplayer,T
165,165,Chernobylite                                                        PC                                                    ,TheFarm51,"Jul 28, 2021",75,PC,"PlayStation4,XboxOne","ActionAdventure,Survival","Chernobylite is an RPG survival horror mixing free exploration of disturbing locations with challenging combat, unique crafting, and non-linear science-fiction story. Build your team, survive and reveal the twisted secrets of Chernobyl in the 3D-scanned recreation of the Exclusion Zone.",NoOnlineMultiplayer,
166,166,In Sound Mind                                                        PC                                                    ,WeCreateStuff,"Sep 28, 2021",75,PC,"PlayStation5,Switch,XboxOne,XboxSeriesX","Adventure,3D,First-Person","From the creators of cult classic Nightmare House 2, comes an imaginative psychological horror experience that challenges your expectations and ushers you through the deepest corners of your mind. As you awake in the corridors of an inexplicable building, you find the environment takes on a life of its own and leads you to discover a series of victims, all exposed to the same experimental therapy. In your search for answers, bizarre visions emerge and introduce a host of imposing horrors. With your sanity in question, you have no choice but to rely on your instinct…and a cat named Tonia. In Sound Mind is a witty first-person psychological horror with frenetic puzzles, unique boss fights, and original music by The Living Tombstone. Explore and fight through a series of unsettling memories as you journey within the inner workings of the one place you can’t seem to escape—your own mind.",NoOnlineMultiplayer,T
167,167,Black Book                                                        PC                                                    ,Morteshka,"Aug 10, 2021",75,PC,"PlayStation4,Switch,XboxOne","Adventure,General","A fusion of card-based RPGs and Adventure games, ""Black Book"" is a haunting tale of a young sorceress, who gave her life to serve the dark forces. Dive into the cold, yet alluring world of Russian folktales - and uncover the secrets that hide in the darkness.

A young girl named Vasilisa, destined to become a witch, decides to throw her fate away and marry her beloved - but that dream is shattered when her betrothed dies under mysterious circumstances. Aching for her lost love, Vasilisa seeks out Black Book - a demonic artifact, said to be powerful enough to grant any wish to the one who uncovers all 7 of its seals. 

Join Vasilisa in her adventures across Russian countryside, as she solves the woes of common folk by confronting demons and performing exorcisms.",,
168,168,"Warhammer 40,000: Battlesector                                                        PC                                                    ",BlackLabGames,"Jul 15, 2021",74,PC,"PlayStation4,XboxOne,XboxSeriesX","Strategy,Turn-Based,Tactics","In the grim darkness of the far future, there is only war. Experience every bone-rattling explosion and soul-crushing charge in Warhammer 40,000: Battlesector, the definitive battle-scale game of turn-based strategy and fast-paced combat that takes you to the battlefields of the 41st Millenium. 

Experience an epic twenty mission single-player campaign that explores the aftermath of the Devastation of Baal. Help Sergeant Carleon and his allies purge the Tyranid infestation on Baal Secundus, and preserve the honour of the noble Blood Angels.",OnlineMultiplayer,
169,169,Severed Steel                                                        PC                                                    ,GreylockStudio,"Sep 17, 2021",74,PC,,"Action,Shooter,First-Person,Arcade","Severed Steel is a single-player FPS featuring a fluid stunt system, destructible voxel environments, loads of bullet time, and a unique one-armed protagonist. It's you, your trigger finger, and a steel-toed boot against a superstructure full of bad guys. Chain together wall runs, dives, flips, and slides to take every last enemy down. Play as Steel, a nimble, one-armed sharpshooter on a mission. There is no reloading - pick your shots well and be ready to pry a loaded weapon from your enemies' cold dead hands.",NoOnlineMultiplayer,
170,170,Strangeland                                                        PC                                                    ,WormwoodStudios,"May 25, 2021",74,PC,,"Adventure,General,Point-and-Click","You awake in a nightmarish carnival and watch a golden-haired woman hurl herself down a bottomless well for your sake. You seek clues and help from jeering ravens, an eyeless scribe, a living furnace, a mismade mermaid, and many more who dwell within the park. All the while, a shadow shrieks from atop a towering roller-coaster, and you know that until you destroy this Dark Thing, the woman will keep jumping, falling, and dying, over and over again....

Strangeland is a classic point-and-click adventure that integrates a compelling narrative with engaging puzzles. For almost a decade, we've been working on a worthy successor to the fan-acclaimed Primordia, and we are proud, at long last, to share our second game.",NoOnlineMultiplayer,
171,171,Insurmountable                                                        PC                                                    ,ByteRockers'Games,"Apr 29, 2021",74,PC,,"ActionAdventure,Adventure,3D,Survival,Third-Person","Confront various terrains as a lonely mountaineer and endure the countless dangers of climbing! Many tough decisions await you in a risky environment. Make your way up and down the mountain, overcoming insurmountable heights.",NoOnlineMultiplayer,
172,172,Assassin's Creed Valhalla: Wrath of the Druids                                                        PC                                                    ,UbisoftMontreal,"May 13, 2021",74,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","ActionAdventure,Open-World","Explore the haunted wilds and beautiful landscapes of Ireland as you battle a druidic cult known as the Children of Danu. Conquer ring forts, master the art of smuggling, and gain the favor of Gaelic kings in a new open-world adventure.",NoOnlineMultiplayer,
173,173,Far Cry 6                                                        PC                                                    ,UbisoftToronto,"Oct  7, 2021",74,PC,"PlayStation4,PlayStation5,Stadia,XboxOne,XboxSeriesX","ActionAdventure,Open-World","Far Cry 6 reveals a Caribbean island simmering with revolutionary tension. The title features actor Giancarlo Esposito (“Better Call Saul,” “The Boys,” “The Mandalorian”) as President Anton Castillo, the violent leader who grips the island of Yara with an iron fist, promising a return to its former glory. With an arsenal of weapons and allies at your back, you’ll take on Castillo’s regime and fight for the future of Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition. [Ubisoft]",,M
174,174,Lost Words: Beyond the Page                                                        PC                                                    ,SketchbookGames,"Apr  6, 2021",74,PC,"PlayStation4,Stadia,Switch,XboxOne","Action,Adventure,General,Platformer,2D","Interact with the words inscribed in the pages of a young girl’s diary to solve challenging puzzles, tackle unique platforming segments and discover an emotional tale set across the vibrant world of Estoria in Lost Words: Beyond the Page.",NoOnlineMultiplayer,E
175,175,After the Fall                                                        PC                                                    ,VertigoGames,"Dec  9, 2021",74,PC,PlayStation4,"Action,Shooter,First-Person,Arcade","From the creators of Arizona Sunshine comes an epic VR action FPS with intense co-op gameplay at its core that pits up to 4 players against a post-apocalyptic VR world filled with ferocious undead, mutated and twisted by the relentless cold.

Set in the ice-covered ruins of 1980s LA nearly 20 years after the apocalypse, After the Fall combines an evolving VR world shared with players on all platforms with action-packed co-op gameplay, built from the ground up for VR.

Venture out into the remains of post-apocalyptic LA, wield deadly weapons and devastating powers with real-life movements as you develop your combat style, and join forces with players worldwide. Go head to head with hordes and towering bosses in a bid to leave the city a better place than your predecessors.",Upto4Players,
176,176,Toodee and Topdee                                                        PC                                                    ,dietzribi,"Aug  4, 2021",74,PC,,"Action,Platformer,2D","A cosmic turbulence caused the 2D Platformer and the Top-Down Puzzler dimensions to merge! Switch between Toodee and Topdee and their unique perspectives to overcome hard-as-nails challenges, solve mind-melting puzzles and defeat huge bosses. Oh, and there's a co-op mode!",,
177,177,Cris Tales                                                        PC                                                    ,DreamsUncorporated,"Jul 20, 2021",74,PC,"PlayStation4,PlayStation5,Stadia,Switch,XboxOne,XboxSeriesX","Role-Playing,Japanese-Style","Cris Tales is a gorgeous, indie love letter to classic JRPGs with a new perspective. Peer into the past, act in the present, and watch as your choices dynamically change the future -- all on one screen as you play! Join the newly awakened Time Mage Crisbell and her fantastical companions on their journey across a dark, fairytale world facing a grim future.

Crisbell must embark across Crystallis and the four Kingdoms in a bid to stop the powerful Time Empress and rewrite the future of the world and all those living in it. Along the way, she'll meet and recruit powerful allies with their own unique stories and skills like Matias the Frog and Willhelm the Child Mage.

As she explores the world and meets her unique companions, Crisbell will have to make choices with far-reaching consequences for the people she meets consequences that will impact the world you'll experience in real-time throughout your journey. Each companion will be invaluable as you face these choices and the myriad enemies who stand in your way. Will you buffet them with attacks, or discover creative ways to use Crisbell's time powers to alter the reality of each fight?",NoOnlineMultiplayer,T
178,178,Unplugged (Vertigo Games)                                                        PC                                                    ,VertigoGames,"Oct 21, 2021",74,PC,,"Action,Rhythm,Music"," Play air guitar and write rock history in VR! Unplugged lets you rock out hard to some of the biggest rock songs, including The Offspring, Weezer & Ozzy Osbourne, using just your hands. Become a rock legend with Steel Panther’s Satchel as your mentor. Are you ready to ROCK?! ",,
179,179,WRC 10 FIA World Rally Championship                                                        PC                                                    ,KTRacing,"Sep  2, 2021",74,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","Racing,Simulation,Automobile","Reach the 2021 season podium, and to celebrate the 50th anniversary of the competition, relive the highlights at the wheel of legendary cars. ",,E
180,180,Samurai Warriors 5                                                        PC                                                    ,KoeiTecmoGames,"Jul 27, 2021",74,PC,"PlayStation4,Switch,XboxOne","Action,Beat-'Em-Up,3D","Experience exhilarating action set in a dramatic historical setting in SAMURAI WARRIORS 5. As the latest numbered entry in the SAMURAI WARRIORS franchise, the story, characters, and visuals have been re imagined to set the stage for a thrilling new series. The story takes place after the Onin War during the golden age of the Sengoku period, and features a story that centers on the lives of two of the most representative military commanders of this era: Nobunaga Oda and Mitsuhide Akechi. Choose from a number of new and returning characters while utilising new abilities to take on evolving enemy forces. Experience electrifying Musou action like never before in SAMURAI WARRIORS 5!

Features:

* Experience an intense historical drama set during Japan's Sengoku period, told from the perspective of this era's foremost military commanders: Nobunaga Oda and Mitsuhide Akechi.

* Both returning heroes and brand new characters have received re imagined designs in order to showcase the captivating world of the Sengoku period.

* Enjoy exhilarating strategic action on an evolved battlefield. A total of 27 Samurai Warriors take to the battlefield.

* Enemy forces continue to evolve as time passes in the story, making full use of a number of different military tactics to take on the player.",2Players,T
181,181,Narita Boy                                                        PC                                                    ,StudioKoba,"Mar 30, 2021",74,PC,"PlayStation4,Switch,XboxOne","ActionAdventure,General","Become symphonic in Narita Boy! A radical action-adventure as a legendary pixel hero trapped as a mere echo within the Digital Kingdom. Discover the mysteries behind the Techno-sword, lock swords with the corrupt and tainted Stallions. Save the world!",NoOnlineMultiplayer,T
182,182,Nebuchadnezzar                                                        PC                                                    ,NeposGames,"Feb 17, 2021",73,PC,,"Strategy,Management,Government","Nebuchadnezzar is a classic isometric city builder game inviting players to experience the mysterious history and culture of ancient Mesopotamia. In the campaign, players get to rule over influential historical cities filled with magnificent monuments.
",NoOnlineMultiplayer,
183,183,Wasteland 3: The Battle of Steeltown                                                        PC                                                    ,InXileEntertainment,"Jun  3, 2021",73,PC,"PlayStation4,XboxOne","Role-Playing,Western-Style","The towering factory complex of Steeltown manufactures all the tech that keeps Colorado running and the Patriarch in power—trucks, armor, weapons, and robots. But deliveries from Steeltown have stopped cold, and all the Patriarch is getting from Abigail Markham—Steeltown's leader—are excuses. When he sends the Rangers to investigate, they find the place is a powder keg with the fuse already lit. The workers are striking, bandits raid with impunity, and nobody is allowed through the gates, not even on the business of the Patriarch. Without help, Steeltown could crash and burn for good, and take Markham with it—but maybe that's just what it needs. The Rangers will have to decide that for themselves.",,
184,184,No Longer Home                                                        PC                                                    ,HumbleGrove,"Jul 30, 2021",73,PC,"Switch,XboxOne,XboxSeriesX","Adventure,General","No Longer Home is a game about letting go of the life you've built due to circumstances beyond your control. Immerse yourself in the lives of Bo and Ao and learn about their dreams, frustrations and fears. Welcome the magic of the everyday and somewhat extraordinary.
",NoOnlineMultiplayer,
185,185,Medieval Dynasty                                                        PC                                                    ,RenderCube,"Sep 23, 2021",73,PC,,"ActionAdventure,Survival","Discover the wide-open world of the Middle Ages with all its dangers and mysteries! Hunt and cultivate your land, build your home and expand your village into a flourishing medieval town. Rule and care for your people and secure your place in history by founding your own dynasty.
",,
186,186,Century: Age of Ashes                                                        PC                                                    ,Playwing,"Dec  2, 2021",73,PC,,"Simulation,Flight,Combat","Century: Age of Ashes, the multiplayer dragon battle game is now available for free! Customize your dragon, dive into the arena and compete to become a legendary Dragoneer. Burn your enemies and rule the skies!

Compete in intense online games ranging from 3v3 to 6v6 and discover the fast-paced gameplay of Century : Age of Ashes! Dive into the arena alone or with friends and fight for your survival! Three varied game modes await you: Carnage, Spoils of War and Gates of Fire.

Experience different play styles with 3 unique classes, each with their own abilities! Shield and disorient as the Windguard, track and destroy as the Marauder, or stealth and trap as the Phantom. How will you choose your path to victory?",Upto12Players,E10+
187,187,Tribes of Midgard                                                        PC                                                    ,Norsfell,"Jul 27, 2021",73,PC,"PlayStation4,PlayStation5","Role-Playing,ActionRPG","In Tribes of Midgard players can play solo or co-op with a team of up to 10 players to resist the oncoming invasion of giants during Ragnarök. Set in worlds full of dark creatures, hidden gods, and abundant materials to be uncovered, players begin the game as a Viking living in a village that houses the Seed of Yggdrasil, which is the last bastion that protects the gods from the other realms.  Fans will need to explore the wilderness to craft new weapons and be prepared to defend the sacred center of your village from the grim shadows from Helheim that prey upon its power. All the while, giants stalk ever closer to the village, seeking to destroy Midgard and fulfill the prophecy of the end of the world.",OnlineMultiplayerUpto10Players,T
188,188,Watch Dogs: Legion - Bloodline                                                        PC                                                    ,Ubisoft,"Jul  6, 2021",73,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","ActionAdventure,Open-World","Set before the events of Watch Dogs: Legion, the DLC expansion introduces a new storyline that tasks original Watch Dogs protagonist Aiden Pearce with stealing a robot-controlling device from Broca Tech – only to see the job go south as Watch Dogs 2’s Wrench interferes. Check out the trailer below to see how Aiden’s carefully laid plans unravel, and what he now risks as a result. Both Aiden and Wrench are playable during Bloodline’s story, and with the Season Pass or an in-game purchase, they can be added to your DedSec Resistance in the main campaign or in the Online mode. Each also comes with new abilities: Aiden can aim in slow-mo after a takedown, gets a damage buff with a well-timed reload, or disable nearby electronics with a System Crash. Wrench – in addition to an MPX SMG and LTL grenade launcher, both with custom skins – carries a big custom hammer named Lady Smash, deploys mini flashbangs called Ninja Balls, and can summon a custom drone named Sergei. [Ubisoft]",,
189,189,Minute of Islands                                                        PC                                                    ,Fizbin,"Jun 13, 2021",73,PC,"PlayStation4,Switch,XboxOne","Adventure,General",Explore strange and wonderful islands and dark labyrinths below in this narrative puzzle platformer. Guide young mechanic Mo on her quest to repair a world on the brink of collapse. The powerful Omni Switch at your disposal may not be enough to fix the damage that hides beneath the surface..,NoOnlineMultiplayer,
190,190,The Ascent                                                        PC                                                    ,NeonGiant,"Jul 29, 2021",73,PC,"XboxOne,XboxSeriesX","Role-Playing,ActionRPG","You belong to the corporation. Can you survive without it? The Ascent is a solo and co-op action RPG set in a cyberpunk world. The mega corporation that owns you and everyone, The Ascent Group, has just collapsed. Confusion and chaos ensue, security and order are in disarray, and without protection, everyone is left to fend for themselves. Stop gangs and hostile corporations from taking over and discover what really happened.",,
191,191,Oddworld: Soulstorm                                                        PC                                                    ,OddworldInhabitants,"Apr  6, 2021",73,PC,"PlayStation4,PlayStation5","ActionAdventure,General","In Oddworld: Soulstorm, you pick-up where New 'N' Tasty left off. Abe has undergone an unwanted transformation from being a clueless Mudokon cog, literally about to be chewed up by the Glukkons' big business machine, into an unlikely hero, a beacon of hope. 

Abe was someone who went about his life, blind to what was happening around him, and then woke to a deeper uncomfortable reality and had no choice but to make a change. Abe may not have wanted to be a hero, but there was, and remains, some greatness in Abe. A greater purpose. A greater good. All of which got him into enormous amounts of trouble and continues to do so. 

Revolutions start small and build from unexpected places. You and Abe are the beginning. In Oddworld: Soulstorm, you will begin to understand the power of many will be needed to solve problems that the individual alone cannot. 

Based on the concept of Scavenger's Economy, you will loot from trash cans, pickpocket, and search through lockers for items to craft into weapons and tools to use to help save your fellow Mudokons while you try to unlock the dark secrets behind Brew.

Whether you prefer the classic Abe playstyle of sneaking and problem solving or using scavenge for what you need to create an arsenal that you can hand off to your followers that you have saved along the way, Oddworld: Soulstorm gives you more choices to replay with different approaches. 

Add in light RPG elements, leader boards, trophies for completionists, and a progression system and Soulstorm sets a new standard for next-generation action adventure platformers.",NoOnlineMultiplayer,T
192,192,Outriders                                                        PC                                                    ,PeopleCanFly,"Apr  1, 2021",73,PC,"PlayStation4,PlayStation5,Stadia,XboxOne,XboxSeriesX","Action,Shooter,Third-Person,Arcade","Outriders is a 1-3 player co-op RPG shooter set in an original, dark and desperate sci-fi universe. As mankind bleeds out in the trenches of Enoch, you'll create your own Outrider and embark on a journey across the hostile planet. With rich storytelling spanning a diverse world, you'll leave behind the slums and shanty towns of the First City and traverse forests, mountains and desert in the pursuit of a mysterious signal. Combining intense gunplay with violent powers and an arsenal of increasingly twisted weaponry and gear-sets, Outriders offers countless hours of gameplay from one of the finest shooter developers in the industry People Can Fly.",OnlineMultiplayerUpto3Players,M
193,193,Encased: a sci-fi post-apocalyptic RPG                                                        PC                                                    ,DarkCrystalGames,"Sep  7, 2021",73,PC,,"Role-Playing,Western-Style","Encased is a tribute to “Roadside Picnic” and the original Fallout games. Fight enemies, explore anomalous wasteland, level up your character, join one of the forces in the ruined world in this new apocalyptic turn-based RPG.
",NoOnlineMultiplayer,
194,194,Tandem: A Tale of Shadows                                                        PC                                                    ,MonochromeParis,"Oct 21, 2021",73,PC,"PlayStation4,Switch,XboxOne","ActionAdventure,General",Tandem : A Tale of Shadows redefines the puzzle platformer genre with a unique gameplay and exceptional aesthetics. Help Emma and the teddy bear Fenton solve the mystery of the disappearance of the famous magician Thomas Kane.,NoOnlineMultiplayer,
195,195,Killsquad                                                        PC                                                    ,Novarama,"Oct 21, 2021",73,PC,,"Role-Playing,ActionRPG","Hack and slash? Check. Twin-stick-shooter? Check. 4 player coop to slay hordes of aliens & bosses with your friends? Check. Skills, upgrades, weapons, gears, talismans and more to make you stronger? Check. Wake up, bounty hunter. We have a mission for you. Time to clean up the scum of the galaxy.",OnlineMultiplayer,
196,196,Sniper Ghost Warrior Contracts 2                                                        PC                                                    ,CIGames,"Jun  4, 2021",73,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","Action,Shooter,First-Person,Tactical","Sniper Ghost Warrior players have never taken down targets from such extreme distances before. Sniper Ghost Warrior Contracts 2 introduces fans to a dramatic single-player campaign where the stakes are at their highest, deep inside enemy territory. Players take on the role of Reaper, contract sniper assassin, operating in the heart of a lawless region of the Middle East along the Lebanese and Syrian borders. Tasked with a seemingly impossible mission - to topple an insidious criminal syndicate and bring them to justice. For the first time, Sniper Ghost Warrior Contracts 2 delivers precision long-range shooting campaign with targets over 1,000 meters away. Developed by the same studio behind the highly celebrated original Contracts, Sniper Ghost Warrior Contracts 2 pushes boundaries with the most realistic and challenging experience that the studio has ever created.
",NoOnlineMultiplayer,M
197,197,The Dark Pictures Anthology: House of Ashes                                                        PC                                                    ,SupermassiveGames,"Oct 22, 2021",73,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","ActionAdventure,Survival","From the creators of Until Dawn

Switch between the perspective of 5 playable characters - All can live or die in your version of the story

Multiple ways to play including 2 player online coop mode

Hugely branching storyline that changes based on the decisions you make

Each game in The Dark Pictures Anthology is a complete and original story in its own right

THREE WAYS TO PLAY
Introducing multiplayer to The Dark Pictures Anthology! 

1. SOLO STORY
The complete terrifying story as a single player experience 

2. MOVIE NIGHT MODE
You and up to 4 friends will play the story together on the couch, each controlling a different character

And:

3. SHARED STORY
2 player online co-operative mode. Play the whole story online with a friend, making choices that affect you both.",2Players,M
198,198,Behind the Frame: The Finest Scenery                                                        PC                                                    ,SilverLiningStudio,"Aug 25, 2021",73,PC,iPhone/iPad,"Adventure,General","Guide brush strokes and solve a variety of puzzles to help an aspiring artist complete her masterpiece amid her brusque neighbor's gaze and his pesky cat. As her painting starts to take shape, uncover an emotional tale of chance and artistry revealed behind unrelated yet familiar moments. 

Behind the Frame is a vivid, interactive fiction about an aspiring artist on the cusp of finishing the final piece of her gallery submission.

A relaxing, eloquent experience that can be played at any pace. Become immersed in a panoramic world filled with resplendent colors, beautiful hand-animated visuals, and a smooth, easy-listening soundtrack.

As a passionate artist, seek the missing colors that will bring your paintings to life - all while remembering to take the occasional coffee and breakfast breaks that keep you going. There is more than what meets the eye, for every painting has a story to tell.",NoOnlineMultiplayer,
199,199,Mundaun                                                        PC                                                    ,HiddenFields,"Mar 16, 2021",72,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","Adventure,3D,First-Person","After learning of his grandfathers mysterious death in a fire, the protagonist travels to Mundaun for the first time since childhood. He will soon discover that something old and diabolical is haunting the remaining inhabitants. The quest to find out the meaning behind these sinister events takes the player on an odyssey up Mundaun mountain: From steep meadows across stony fields and to the snow-covered peak. Mundaun is a lovingly hand-pencilled horror tale set in a dark, secluded valley of the alps. Explore various areas full of secrets to discover, survive hostile encounters, drive vehicles, fill your inventory and solve a variety of hand-crafted puzzles.",NoOnlineMultiplayer,M
200,200,Cozy Grove                                                        PC                                                    ,SpryFox,"Apr  8, 2021",72,PC,"iPhone/iPad,PlayStation4,Switch,XboxOne","Adventure,General","Welcome to Cozy Grove, a life-sim game about camping on a haunted, ever-changing island. As a Spirit Scout, you'll wander the island's forest each day, finding new hidden secrets and helping soothe the local ghosts. With a little time and a lot of crafting, you'll bring color and joy back to Cozy Grove!

Features:

* Beautiful, dynamic, hand-drawn landscapes that come alive when you help a spirit in need.
* Dozens of memorable characters and spirits for you to find and befriend. Each spirit has a unique, extensive story for you to unravel over time.
* Collect spirit animals, craft decorations, go fishing and more!
* 40+ hour campaign filled with side quests, designed to span months of playtime.",NoOnlineMultiplayer,
201,201,Disciples: Liberation                                                        PC                                                    ,FrimaStudio,"Oct 21, 2021",72,PC,"PlayStation4,PlayStation5,XboxOne,XboxSeriesX","Strategy,Turn-Based,General","Disciples: Liberation is a mature, dark fantasy strategy RPG with turn-based combat. Liberate the land of Nevendaar and uncover the endless stories hidden within this richly detailed world where every decision has a consequence, and every wrong move could be deadly. ",2Players,M
202,202,Backbone                                                        PC                                                    ,EggNut,"Jun  8, 2021",72,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","Adventure,General"," Backbone is a post-noir roleplaying detective adventure. Become raccoon private eye Howard Lotor as you interrogate a diverse cast of characters, collect evidence, and explore dystopian Vancouver, BC inhabited by animals. ",NoOnlineMultiplayer,M
203,203,TOHU                                                        PC                                                    ,FireartGames,"Jan 28, 2021",72,PC,"PlayStation4,Stadia,Switch,XboxOne","Adventure,Point-and-Click","Experience a brand new adventure game set amongst a world of weird and wonderful fish planets. Explore beautiful environments, solve intricate puzzles and discover the truth about a mysterious little girl and her mechanical alter-ego, Cubus.
",NoOnlineMultiplayer,
204,204,Before We Leave                                                        PC                                                    ,BalancingMonkeyGames,"May 13, 2021",72,PC,"XboxOne,XboxSeriesX","Strategy,Management,Government",Before We Leave is a non-violent city building game set in your own cozy corner of the universe. Rediscover and rebuild civilization. Create a multi-planet resource network. Overcome ancient challenges and fend off hungry space whales.,NoOnlineMultiplayer,
205,205,Greak: Memories of Azur                                                        PC                                                    ,"Bromio,NaveganteEntertainment","Aug 17, 2021",72,PC,"PlayStation4,PlayStation5,Switch,XboxOne,XboxSeriesX","ActionAdventure,General"," Greak: Memories of Azur is a side scrolling single-player game with hand-drawn animations. You will take the role of three siblings: Greak, Adara and Raydel to guide them through the lands of Azur. Alternate control between them and use their unique abilities to escape from the Urlag invasion. ",,E10+
